id,id_anfitrion,ultima_extraccion,zona_grupo,vecindario,latitud,longitud,tipo_propiedad,tipo_habitacion,capacidad,banos,recamaras,camas,noches_minimas,noches_maximas,min_noches_minimas,max_noches_minimas,min_noches_maximas,max_noches_maximas,precio,tiene_disponibilidad,disp_30d,disp_60d,disp_90d,disp_365d,calendario_ultima_extraccion,calendario_actualizado,num_resenas,num_resenas_12m,num_resenas_30d,primera_resena,ultima_resena,resenas_por_mes,calif_total,calif_exactitud,calif_limpieza,calif_checkin,calif_comunicacion,calif_ubicacion,calif_valor,reserva_inmediata,es_superhost,tiempo_respuesta_host,tasa_respuesta_host,tasa_aceptacion_host,host_tiene_foto,host_verificado,antiguedad_host,vecindario_host,total_listados_host,host_total_casas_completas,host_total_habitaciones_privadas,host_total_habitaciones_compartidas,licencia
3359937,16948380,2025-06-17,Isole,Castello,45.4329756,12.34998638888889,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,30,2,2,30,30,$122.00,t,10,21,29,72,2025-06-17,,153,49,5,2014-09-18,2025-06-02,1.17,4.95,4.93,4.97,4.97,4.97,4.95,4.82,f,t,within a day,92%,77%,t,t,2014-06-18,Castello,3,0,3,0,IT027042C2XWKEE9V6
3509956,470341,2025-06-17,Terraferma,Marocco Terraglio,45.53419,12.23495,Entire condo,Entire home/apt,6,1.0,4.0,9.0,2,30,2,2,30,30,$85.00,t,30,56,86,266,2025-06-17,,4,4,0,2024-10-14,2025-01-02,0.49,2.75,2.5,2.5,3.0,3.0,3.5,3.0,f,f,within a day,97%,77%,t,t,2011-03-29,,1,1,0,0,IT027042B58KKJ3RSC
3559131,17918144,2025-06-17,Isole,San Polo,45.43869,12.3341,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,4,29,3,4,29,29,$222.00,t,5,27,45,255,2025-06-17,,142,19,3,2015-04-05,2025-06-02,1.14,4.8,4.86,4.7,4.94,4.93,4.98,4.69,f,t,within a day,90%,94%,t,t,2014-07-10,,1,1,0,0,IT027042C2RHXWJZQC
3589795,18084666,2025-06-17,Isole,Cannaregio,45.44254,12.33605,Entire rental unit,Entire home/apt,4,,1.0,,2,180,2,2,1125,1125,,t,0,0,0,0,2025-06-17,,129,2,0,2014-08-11,2025-04-06,0.98,4.53,4.77,4.67,4.64,4.73,4.91,4.51,t,f,within a day,100%,100%,t,t,2014-07-14,Cannaregio,1,1,0,0,IT027042B4N4AQCZNK
3682671,18723296,2025-06-17,Isole,San Polo,45.43834,12.32996,Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,3,1125,3,3,1125,1125,$239.00,t,26,28,42,153,2025-06-17,,195,9,1,2014-09-24,2025-05-28,1.49,4.75,4.88,4.77,4.93,4.88,4.93,4.78,f,t,within a day,100%,64%,t,t,2014-07-23,,1,1,0,0,IT027042C2KZSQGBCI
3709382,5990794,2025-06-17,Isole,San Marco,45.43709,12.33665,Entire home,Entire home/apt,4,2.0,2.0,2.0,2,1125,2,2,1125,1125,$180.00,t,19,40,67,338,2025-06-17,,131,6,0,2014-10-06,2024-11-17,1.01,4.85,4.92,4.96,4.91,4.91,4.96,4.78,f,f,within a day,100%,70%,t,t,2013-04-18,,1,1,0,0,IT027042B4YSFOTUIJ
4211904,21858179,2025-06-17,Isole,Castello,45.436033,12.33989,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,3,30,3,3,30,30,$257.00,t,10,18,28,275,2025-06-17,,265,5,1,2014-10-08,2025-05-19,2.04,4.86,4.88,4.88,4.95,4.93,4.97,4.74,f,f,within a day,75%,89%,t,t,2014-09-28,Castello,3,2,1,0,IT027042B4TPA4NJM5
4408634,22884126,2025-06-17,Isole,Cannaregio,45.44013,12.33842,Private room in home,Private room,2,0.5,1.0,1.0,2,30,2,2,30,30,$137.00,t,4,4,4,4,2025-06-17,,221,2,1,2015-01-02,2025-06-01,1.74,4.95,4.95,4.94,4.99,4.97,4.98,4.88,f,f,within a day,70%,29%,t,t,2014-10-23,Cannaregio,4,2,2,0,IT027042C2BT9AS2DM
4626689,22884126,2025-06-17,Isole,Cannaregio,45.43937,12.3396,Private room in rental unit,Private room,2,1.0,1.0,2.0,2,30,2,2,30,30,$120.00,t,0,0,0,0,2025-06-17,,219,0,0,2015-06-09,2023-04-17,1.79,4.94,4.95,4.91,4.98,4.95,4.98,4.88,f,f,within a day,70%,29%,t,t,2014-10-23,Cannaregio,4,2,2,0,IT027042C2BT9AS2DM
4634873,23736982,2025-06-17,Isole,Santa Croce,45.440857,12.325443,Private room in rental unit,Private room,1,0.5,1.0,1.0,2,1125,2,2,1125,1125,$82.00,t,6,28,43,289,2025-06-17,,448,83,7,2015-12-09,2025-06-14,3.86,4.73,4.78,4.67,4.78,4.72,4.86,4.71,f,t,within a day,100%,74%,t,t,2014-11-14,,1,0,1,0,IT027042C1JVJNPWO6
4923166,722387,2025-06-17,Terraferma,San Lorenzo XXV Aprile,45.48878091488975,12.250486874548033,Private room in rental unit,Private room,3,1.0,1.0,1.0,31,1125,31,31,1125,1125,$33.00,t,0,16,46,321,2025-06-17,,79,13,0,2015-01-17,2024-12-17,0.62,4.75,4.81,4.84,4.8,4.86,4.82,4.81,f,f,within a day,100%,49%,t,t,2011-06-20,,1,0,1,0,
4982513,15351880,2025-06-17,Isole,Cannaregio,45.44225,12.33105,Entire condo,Entire home/apt,3,1.0,1.0,1.0,2,90,2,2,90,90,$290.00,t,23,47,76,251,2025-06-17,,338,25,0,2015-02-17,2025-04-08,2.69,4.94,4.99,4.93,4.97,4.98,4.95,4.9,f,,within a day,71%,62%,t,t,2014-05-10,,1,1,0,0,IT027042C2AFYRIZ9B
5257636,26534556,2025-06-17,Isole,Cannaregio,45.44376,12.33264,Entire loft,Entire home/apt,3,1.0,1.0,0.0,31,60,31,31,60,60,$108.00,t,15,45,75,350,2025-06-17,,98,0,0,2015-05-06,2020-01-03,0.8,4.79,4.85,4.85,4.81,4.79,4.89,4.66,f,f,within a day,50%,0%,t,t,2015-01-22,,1,1,0,0,
5515449,28607253,2025-06-17,Terraferma,Piave 1860,45.4884,12.24239,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,2,1125,2,3,1125,1125,$110.00,t,1,3,12,237,2025-06-17,,485,71,3,2015-08-07,2025-06-14,4.04,4.86,4.92,4.78,4.93,4.91,4.83,4.83,f,t,within a day,80%,96%,t,t,2015-03-02,,1,1,0,0,IT027042C2YNDYAXF2
5608107,29075283,2025-06-17,Isole,Cannaregio,45.44308,12.32938,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,3,60,3,3,60,60,$79.00,t,2,8,8,111,2025-06-17,,362,17,1,2015-05-12,2025-05-25,2.94,4.76,4.86,4.83,4.88,4.91,4.9,4.76,f,f,within a day,80%,58%,t,t,2015-03-10,Cannaregio,1,1,0,0,IT027042C29E4GRVAN
5634275,26717354,2025-06-17,Isole,Dorsoduro,45.43395,12.31743,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,3,28,3,3,28,28,$180.00,t,29,59,89,364,2025-06-17,,121,3,0,2015-04-06,2025-05-10,0.97,4.85,4.87,4.98,4.93,4.96,4.84,4.71,f,f,within a day,100%,80%,t,t,2015-01-26,Santa Croce,1,1,0,0,IT027042C2GL2UAZG6
5679367,22884126,2025-06-17,Isole,Cannaregio,45.44138,12.33563,Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,2,1125,2,2,1125,1125,$231.00,t,20,32,32,32,2025-06-17,,11,1,0,2015-08-09,2025-05-11,0.09,4.91,5.0,4.82,5.0,5.0,5.0,5.0,f,f,within a day,70%,29%,t,t,2014-10-23,Cannaregio,4,2,2,0,IT027042C2BT9AS2DM
5803115,10098958,2025-06-17,Isole,Lido,45.41422,12.36828,Entire home,Entire home/apt,4,2.0,2.0,4.0,2,90,2,2,90,90,$170.00,t,3,11,27,106,2025-06-17,,100,15,0,2015-06-08,2024-11-17,0.82,4.54,4.53,4.47,4.8,4.78,4.89,4.43,f,f,within a day,90%,67%,t,t,2013-11-18,Lido,1,1,0,0,IT027042C2GHK4S59G
5962685,30953959,2025-06-17,Isole,Dorsoduro,45.43338,12.31387,Entire rental unit,Entire home/apt,3,1.5,2.0,3.0,4,1125,4,4,1125,1125,$110.00,t,0,25,38,38,2025-06-17,,51,6,0,2015-05-19,2024-09-14,0.42,4.47,4.63,4.61,4.61,4.71,4.59,4.39,f,f,within a day,100%,67%,t,t,2015-04-10,Dorsoduro/Accademia,1,1,0,0,IT027042C2U2U595Y8
6047604,290452,2025-06-17,Isole,Cannaregio,45.44531,12.33354,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1125,1,6,1125,1125,$147.00,t,1,1,4,46,2025-06-17,,147,1,0,2015-10-29,2025-05-17,1.25,4.96,4.93,4.95,4.92,4.95,4.9,4.87,f,f,within a day,100%,75%,t,t,2010-11-18,Cannaregio,2,0,2,0,IT027042B4JG3TJH56
6254591,28307832,2025-06-17,Isole,Castello,45.43815,12.34285,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3,30,2,3,30,30,$86.00,t,5,10,12,176,2025-06-17,,229,31,2,2015-06-04,2025-06-02,1.87,4.62,4.79,4.78,4.8,4.87,4.9,4.6,f,f,within a day,100%,90%,t,t,2015-02-24,Castello,1,1,0,0,IT027042C2P3XOUU27
6333933,32850879,2025-06-17,Isole,Castello,45.43728,12.34356,Entire rental unit,Entire home/apt,5,2.0,4.0,5.0,31,45,31,31,45,45,$166.00,t,28,58,88,363,2025-06-17,,1,0,0,2015-09-25,2015-09-25,0.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,f,f,a few days or more,0%,0%,t,t,2015-05-07,,1,1,0,0,
6488939,33821194,2025-06-17,Isole,Sant'Elena,45.42908,12.36437,Houseboat,Entire home/apt,4,1.5,2.0,5.0,2,1125,2,2,1125,1125,$355.00,t,19,28,47,319,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within a day,67%,80%,t,t,2015-05-20,,1,1,0,0,Exempt
6712260,35139744,2025-06-17,Isole,Lido,45.41382,12.37118,Entire condo,Entire home/apt,6,2.0,3.0,3.0,7,1125,7,7,1125,1125,$200.00,t,0,0,8,283,2025-06-17,,4,1,0,2015-06-28,2024-11-06,0.03,5.0,5.0,4.75,5.0,4.75,5.0,5.0,f,f,within a day,100%,27%,t,t,2015-06-06,Lido,1,1,0,0,It027042c2ljvu85co
7848012,41354846,2025-06-17,Isole,Cannaregio,45.44516418641794,12.327681064605692,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,2,1125,1,2,1125,1125,$80.00,t,3,5,11,11,2025-06-17,,659,75,2,2015-08-22,2025-06-02,5.51,4.87,4.92,4.9,4.95,4.96,4.9,4.85,f,t,within a day,88%,83%,t,t,2015-08-13,Cannaregio,1,1,0,0,IT027042C2H64CVNPZ
9044935,47196919,2025-06-17,Isole,San Marco,45.43499,12.33849,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,1125,3,3,1125,1125,$200.00,t,16,31,47,47,2025-06-17,,55,3,0,2015-11-01,2025-02-26,0.47,4.69,4.8,4.69,4.84,4.87,4.95,4.75,f,f,within a day,63%,63%,t,t,2015-10-22,,1,1,0,0,IT027042C2MAVTHI5X
9889903,49492029,2025-06-17,Isole,Castello,45.43835,12.34674,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,4,29,4,4,29,29,$130.00,t,8,24,42,284,2025-06-17,,151,20,3,2016-04-12,2025-06-03,1.35,4.79,4.83,4.78,4.88,4.87,4.87,4.68,f,f,within a day,100%,86%,t,t,2015-11-20,Castello,1,1,0,0,IT027042C2UB3SPG3U
9968217,632312,2025-06-17,Isole,Cannaregio,45.43941,12.34093,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2,30,1,2,30,30,$137.00,t,5,5,5,5,2025-06-17,,7,0,0,2016-03-01,2021-02-25,0.06,4.86,5.0,4.86,4.71,4.86,5.0,5.0,f,f,within a day,88%,29%,t,t,2011-05-27,Castello,6,6,0,0,IT027042B4TH5GE78C
10842594,21858179,2025-06-17,Isole,Castello,45.436033,12.33989,Entire rental unit,Entire home/apt,3,,1.0,,3,30,3,3,30,30,,t,19,43,66,339,2025-06-17,,176,3,0,2016-05-23,2025-04-24,1.59,4.87,4.89,4.88,4.85,4.89,4.97,4.73,f,f,within a day,75%,89%,t,t,2014-09-28,Castello,3,2,1,0,IT027042B4U2X9J9OQ
11447312,28095151,2025-06-17,Isole,Lido,45.41330749304343,12.365530612544692,Entire vacation home,Entire home/apt,6,2.0,3.0,3.0,4,60,3,7,60,60,$310.00,t,14,23,33,308,2025-06-17,,12,2,0,2017-10-02,2024-09-02,0.13,4.75,4.83,3.92,4.83,4.83,5.0,4.58,f,f,within a day,100%,88%,t,t,2015-02-21,San Polo,1,1,0,0,IT027042B4777FR4BE
12228396,3549494,2025-06-17,Isole,Giudecca,45.42582,12.32903,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2,1125,2,2,1125,1125,$170.00,t,29,59,89,364,2025-06-17,,69,0,0,2016-10-03,2019-12-01,0.65,4.94,4.94,4.94,4.93,4.88,4.84,4.75,f,f,within a day,50%,46%,t,t,2012-09-12,Giudecca,9,9,0,0,IT027042B4YAPLMXK2
12248985,65786550,2025-06-17,Isole,Cannaregio,45.4438,12.33915,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1125,1,1,365,365,$232.00,t,13,41,57,134,2025-06-17,,64,0,0,2016-04-25,2023-10-14,0.57,4.92,4.94,4.98,4.97,4.92,4.81,4.86,t,f,within a day,100%,100%,t,t,2016-04-04,Cannaregio,2,0,2,0,IT027042B4W79GMJY6
12250438,65786550,2025-06-17,Isole,Cannaregio,45.44245,12.33879,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,28,1,1,365,365,$204.00,t,12,36,53,123,2025-06-17,,65,1,0,2016-05-30,2025-01-04,0.59,4.94,4.94,4.95,4.92,4.91,4.83,4.83,t,f,within a day,100%,100%,t,t,2016-04-04,Cannaregio,2,0,2,0,IT027042B4W79GMJY6
12548963,65267389,2025-06-17,Isole,San Polo,45.43827,12.32311,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,5,90,4,5,90,90,$243.00,t,13,17,21,157,2025-06-17,,168,17,2,2016-07-02,2025-06-08,1.54,4.88,4.89,4.97,4.89,4.88,4.92,4.77,f,t,within a day,80%,74%,t,t,2016-03-31,,1,1,0,0,IT027042C2769YDXYU
12879781,1974968,2025-06-17,Isole,Giudecca,45.42415,12.3311,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31,1125,31,31,1125,1125,"$2,700.00",t,30,60,90,365,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within a day,75%,19%,t,t,2012-03-20,Giudecca,1,1,0,0,"I applied for a CIN, but haven’t received it yet"
13946488,43663214,2025-06-17,Isole,Dorsoduro,45.43278884887695,12.324507713317873,Private room in home,Private room,2,1.0,1.0,1.0,3,1125,1,3,1125,1125,$91.00,t,12,40,54,137,2025-06-17,,98,23,4,2016-07-30,2025-06-10,0.91,4.62,4.65,4.69,4.8,4.74,4.91,4.59,f,f,within a day,91%,62%,t,t,2015-09-08,Dorsoduro/Accademia,1,0,1,0,IT027042C2PWXLTHSP
14129491,85235953,2025-06-17,Isole,Cannaregio,45.4449,12.33095,Entire rental unit,Entire home/apt,5,2.0,1.0,3.0,4,45,4,4,45,45,$158.00,t,19,49,65,323,2025-06-17,,79,23,2,2016-08-26,2025-06-05,0.74,4.92,4.92,4.96,4.92,4.91,4.97,4.73,f,t,within a day,100%,88%,t,t,2016-07-22,Cannaregio,1,1,0,0,IT027042B4GZUELV7J
14161272,16408388,2025-06-17,Isole,Lido,45.40878,12.37074,Entire villa,Entire home/apt,9,3.0,4.0,7.0,6,1125,5,10,1125,1125,$171.00,t,0,0,0,224,2025-06-17,,65,15,2,2018-09-16,2025-06-04,0.79,4.97,4.98,4.89,4.98,4.98,4.91,4.82,f,t,within a day,100%,74%,t,t,2014-06-05,Lido,1,1,0,0,IT027042C2GZF88WSW
14670475,74767724,2025-06-17,Isole,Dorsoduro,45.43289,12.31203,Private room in condo,Private room,2,1.0,1.0,1.0,2,30,2,2,30,30,$100.00,t,28,58,88,88,2025-06-17,,69,13,1,2017-09-09,2025-06-10,0.73,4.71,4.87,4.74,4.9,4.81,4.68,4.64,f,f,within a day,100%,78%,t,t,2016-05-30,Dorsoduro/Accademia,2,1,1,0,IT027042C2ATSDOQ7J
14868532,92764974,2025-06-17,Terraferma,Piave 1860,45.4912,12.23076,Entire home,Entire home/apt,6,2.0,3.0,3.0,2,1125,2,2,1125,1125,$230.00,t,15,33,55,316,2025-06-17,,185,9,2,2016-09-11,2025-06-08,1.73,4.94,4.95,4.97,4.97,4.97,4.82,4.88,t,t,within a day,50%,100%,t,t,2016-08-31,,1,1,0,0,it027042b49rcpiyax
15003975,3549494,2025-06-17,Isole,Giudecca,45.42497,12.32898,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2,1125,2,2,1125,1125,$255.00,t,29,59,89,364,2025-06-17,,49,0,0,2016-09-22,2022-10-16,0.46,4.71,4.94,4.98,4.9,4.92,4.86,4.78,f,f,within a day,50%,46%,t,t,2012-09-12,Giudecca,9,9,0,0,IT027042B4HQOGKHHV
15275797,3549494,2025-06-17,Isole,Giudecca,45.42497,12.32898,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3,1125,3,3,1125,1125,$251.00,t,29,59,89,364,2025-06-17,,48,1,0,2016-10-09,2024-09-04,0.45,4.81,4.94,4.94,4.85,4.77,4.87,4.7,f,f,within a day,50%,46%,t,t,2012-09-12,Giudecca,9,9,0,0,IT027042B43H8KVT4N
15432544,98937849,2025-06-17,Isole,San Polo,45.43894,12.33514,Entire rental unit,Entire home/apt,5,1.5,3.0,5.0,1,730,1,1,730,730,$146.00,t,4,8,16,264,2025-06-17,,147,66,3,2016-11-27,2025-06-03,1.41,4.49,4.56,4.67,4.58,4.69,4.85,4.47,f,f,within a day,100%,70%,t,t,2016-10-09,,1,1,0,0,IT027042C2J86MMYYW
15445766,99063924,2025-06-17,Isole,Murano,45.46072,12.35836,Entire rental unit,Entire home/apt,4,1.0,1.0,5.0,2,30,2,2,1125,1125,$110.00,t,11,26,39,258,2025-06-17,,87,5,0,2016-10-31,2025-04-19,0.83,4.98,5.0,4.99,4.91,4.98,4.8,4.9,t,f,within a day,50%,100%,t,f,2016-10-10,,1,1,0,0,it027042c2ghmrkzty
15857106,102762329,2025-06-17,Isole,San Marco,45.43614,12.3389,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2,29,2,2,1125,1125,$286.00,t,8,21,37,176,2025-06-17,,98,0,0,2017-01-02,2023-09-25,0.95,4.93,4.87,4.98,4.96,4.98,5.0,4.92,t,f,within a day,100%,67%,t,t,2016-11-06,San Marco,1,1,0,0,IT027042C2RQFU8C6Y
15976595,103336872,2025-06-17,Isole,Dorsoduro,45.43312,12.32244,Entire rental unit,Entire home/apt,5,1.5,2.0,4.0,3,30,3,3,1125,1125,$180.00,t,12,24,44,253,2025-06-17,,82,4,0,2017-02-22,2025-04-15,0.81,4.84,4.79,4.9,4.85,4.73,4.95,4.6,t,t,within a day,100%,100%,t,t,2016-11-11,Dorsoduro/Accademia,1,1,0,0,IT027042C25G6IWY69
16375708,4279448,2025-06-17,Isole,Cannaregio,45.44136,12.33423,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,2,37,2,2,37,37,$119.00,t,12,19,30,285,2025-06-17,,251,52,7,2017-04-05,2025-06-14,2.51,4.15,4.31,3.98,4.65,4.63,4.86,4.17,f,f,within a day,100%,98%,t,t,2012-11-29,Cannaregio,1,1,0,0,IT027042B47VOXHDPJ
16511845,34442067,2025-06-17,Isole,Castello,45.43472,12.35066,Entire rental unit,Entire home/apt,6,2.5,3.0,6.0,3,1125,3,3,1125,1125,$298.00,t,4,18,24,171,2025-06-17,,63,10,1,2017-04-13,2025-05-26,0.63,4.98,4.98,4.98,4.95,4.95,4.98,4.84,f,f,within a day,100%,68%,t,t,2015-05-28,,1,1,0,0,IT027042B4TKB8L7AR
16551579,97908044,2025-06-17,Isole,Castello,45.43716,12.3387,Room in hotel,Private room,2,,1.0,,1,1125,1,3,1125,1125,,t,30,60,89,207,2025-06-17,,2,0,0,2017-03-06,2019-02-18,0.02,4.5,5.0,5.0,5.0,4.0,5.0,5.0,f,f,within a day,80%,12%,t,f,2016-10-04,San Marco,4,0,4,0,IT027042B4Y85S78CL
16707006,3549494,2025-06-17,Isole,Giudecca,45.42497,12.32898,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,2,1125,2,2,1125,1125,$225.00,t,29,59,89,364,2025-06-17,,67,1,0,2017-02-27,2024-08-30,0.66,4.66,4.84,4.94,4.86,4.91,4.82,4.56,f,f,within a day,50%,46%,t,t,2012-09-12,Giudecca,9,9,0,0,IT027042B4HQOGKHHV
16848003,112195559,2025-06-17,Isole,Castello,45.43709,12.3497,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,5,30,3,5,30,30,$148.00,t,4,24,32,254,2025-06-17,,9,2,2,2020-01-18,2025-06-14,0.14,4.89,4.89,4.89,5.0,5.0,4.89,4.78,f,f,within a day,100%,100%,t,t,2017-01-19,Castello,1,1,0,0,IT027042C2PXWEVRKF
17003368,97908044,2025-06-17,Isole,Castello,45.4366,12.33858,Room in hotel,Private room,2,6.0,1.0,2.0,1,1125,1,3,1125,1125,$164.00,t,29,59,89,206,2025-06-17,,6,2,0,2018-12-15,2025-04-18,0.08,4.33,4.33,4.83,4.17,4.17,5.0,4.5,f,f,within a day,80%,12%,t,f,2016-10-04,San Marco,4,0,4,0,IT027042B4RNJLVMXJ
17010607,5240699,2025-06-17,Isole,San Marco,45.43289,12.32867,Entire home,Entire home/apt,4,1.0,2.0,3.0,2,60,3,3,1125,1125,$274.00,t,21,42,62,316,2025-06-17,,19,3,0,2017-07-06,2025-05-14,0.2,5.0,4.89,5.0,5.0,4.95,4.95,4.89,t,f,within a day,100%,100%,t,f,2013-02-26,San Marco,3,3,0,0,IT027042B492NQ6WG8
17087414,114664320,2025-06-17,Isole,Castello,45.43886,12.34428,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,4,21,4,6,1125,1125,$96.00,t,7,26,28,218,2025-06-17,,203,25,2,2017-02-22,2025-06-09,2.0,4.85,4.92,4.92,4.93,4.95,4.9,4.78,f,t,within a day,100%,97%,t,t,2017-02-03,Castello,5,5,0,0,IT027042B4SBY58BLV
17379452,5405444,2025-06-17,Isole,Cannaregio,45.44619,12.32965,Entire condo,Entire home/apt,2,1.0,1.0,2.0,2,10,2,2,10,10,$200.00,t,29,56,86,356,2025-06-17,,47,8,2,2017-04-13,2025-06-02,0.47,4.91,4.87,4.85,4.98,4.94,4.94,4.79,f,t,within a day,90%,97%,t,t,2013-03-10,Cannaregio,2,2,0,0,IT027042C2OKLO9WLU
17392649,9712358,2025-06-17,Isole,San Marco,45.43358612060547,12.32884693145752,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,3,90,3,3,90,90,$220.00,t,6,13,25,157,2025-06-17,,126,22,4,2017-06-29,2025-06-15,1.3,4.98,4.98,4.98,4.95,4.97,4.98,4.89,f,t,within a day,100%,97%,t,t,2013-10-30,San Marco,1,1,0,0,IT027042C25LMDAMGN
17496200,117595031,2025-06-17,Isole,Giudecca,45.42523,12.33895,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2,15,2,2,15,15,$138.00,t,19,44,58,333,2025-06-17,,183,14,0,2017-04-09,2025-05-08,1.83,4.83,4.93,4.83,4.85,4.88,4.85,4.79,f,t,within a day,90%,92%,t,t,2017-02-22,Giudecca,1,1,0,0,IT027042C2K765KD79
18065626,17066302,2025-06-17,Isole,San Marco,45.43508,12.33866,Entire vacation home,Entire home/apt,3,2.0,2.0,3.0,3,15,1,3,365,365,$304.00,t,14,39,64,140,2025-06-17,,5,2,0,2017-04-16,2025-05-10,0.05,5.0,4.8,5.0,5.0,5.0,5.0,5.0,f,f,within a day,50%,100%,t,t,2014-06-21,San Marco,1,1,0,0,IT027042C2JJYBS4XQ
18252454,126137420,2025-06-17,Isole,Castello,45.43312,12.3552,Entire rental unit,Entire home/apt,4,1.5,2.0,1.0,7,30,7,7,30,30,$95.00,t,21,51,66,318,2025-06-17,,9,0,0,2017-06-08,2019-05-18,0.09,5.0,5.0,5.0,5.0,5.0,4.89,4.89,f,f,a few days or more,40%,6%,t,f,2017-04-16,,1,1,0,0,IT027042C2EV2AVF6P
18285268,126434179,2025-06-17,Isole,Torcello,45.49751,12.41752,Entire cottage,Entire home/apt,6,3.5,3.0,3.0,3,28,3,3,28,28,$256.00,t,1,1,7,242,2025-06-17,,84,3,0,2017-05-28,2025-02-16,0.86,4.99,5.0,4.9,5.0,4.98,4.96,4.98,f,f,within a day,83%,71%,t,t,2017-04-18,,1,1,0,0,IT027042C28FRUTSOB
18471005,114664320,2025-06-17,Isole,Cannaregio,45.44218,12.33655,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,4,21,2,5,21,21,$150.00,t,12,39,62,283,2025-06-17,,101,10,3,2017-09-06,2025-06-06,1.07,4.93,4.94,4.91,4.95,4.95,4.98,4.71,f,t,within a day,100%,97%,t,t,2017-02-03,Castello,5,5,0,0,IT027042B48PJ5I8J2
18541526,128703602,2025-06-17,Isole,Cannaregio,45.44293,12.33905,Entire condo,Entire home/apt,3,1.0,1.0,2.0,3,30,3,4,30,30,$103.00,t,7,32,44,299,2025-06-17,,152,31,3,2017-07-09,2025-06-06,1.57,4.79,4.85,4.9,4.85,4.89,4.85,4.65,f,f,within a day,100%,93%,t,t,2017-05-03,,1,1,0,0,IT027042C29TY4EYAK
18592791,129109527,2025-06-17,Isole,Santa Croce,45.44097,12.33063,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,4,29,4,4,29,29,$288.00,t,3,24,42,212,2025-06-17,,142,10,1,2017-06-03,2025-06-06,1.45,4.99,4.99,4.99,4.99,4.98,4.99,4.94,f,f,within a day,100%,94%,t,t,2017-05-06,San Polo,2,2,0,0,IT027042C2T2DVC5IH
18904834,131746520,2025-06-17,Isole,Dorsoduro,45.43122,12.33271,Entire condo,Entire home/apt,2,2.0,1.0,1.0,3,540,3,3,540,540,$143.00,t,0,0,11,101,2025-06-17,,10,3,0,2017-09-05,2025-03-03,0.11,4.4,4.8,4.6,3.9,4.3,4.9,4.4,f,f,within a day,50%,60%,t,t,2017-05-24,Dorsoduro/Accademia,2,2,0,0,IT027042C2P6PCCO2T
18905564,131746520,2025-06-17,Isole,Dorsoduro,45.43118,12.3327,Entire condo,Entire home/apt,2,,1.0,,31,540,31,31,540,540,,t,25,55,78,337,2025-06-17,,5,1,0,2017-09-15,2025-01-01,0.05,3.4,3.8,4.2,4.4,3.4,4.8,3.0,f,f,within a day,50%,60%,t,t,2017-05-24,Dorsoduro/Accademia,2,2,0,0,IT027042C2JX2MIIPT
20033951,21675715,2025-06-17,Isole,San Marco,45.43341,12.32873,Entire condo,Entire home/apt,4,1.0,1.0,2.0,2,110,2,2,110,110,$213.00,t,30,60,90,365,2025-06-17,,63,1,0,2017-09-10,2024-10-13,0.67,4.56,4.63,4.79,4.56,4.57,4.89,4.54,f,f,within a day,50%,60%,t,t,2014-09-23,,1,1,0,0,"I applied for a CIN, but haven’t received it yet"
