id_anfitrion,zona_grupo,latitud,tipo_propiedad,capacidad,recamaras,noches_minimas,min_noches_minimas,min_noches_maximas,precio,disp_30d,disp_90d,calendario_ultima_extraccion,num_resenas,num_resenas_30d,ultima_resena,calif_total,calif_limpieza,calif_comunicacion,calif_valor,es_superhost,tasa_respuesta_host,host_tiene_foto,antiguedad_host,total_listados_host,host_total_habitaciones_privadas,licencia
20457930,Isole,45.44309,Entire rental unit,2,1.0,21,21,60,$105.00,0,0,2025-06-17,45,0,2025-03-30,4.87,5.0,4.95,4.77,f,,t,2014-08-24,1,0,IT027042C2CEKN5E9P
26297358,Isole,45.43125,Private room in rental unit,1,,31,31,1125,,0,0,2025-06-17,7,0,2018-07-20,4.71,4.86,4.57,4.57,f,,t,2015-01-18,1,1,
28400172,Isole,45.43512,Entire rental unit,4,3.0,3,3,30,$236.00,7,41,2025-06-17,181,0,2025-04-24,4.89,4.87,4.92,4.79,t,100%,t,2015-02-26,1,0,IT027042C2LWA4P2SN
28449302,Isole,45.44583,Entire rental unit,2,1.0,2,2,10,$134.00,4,12,2025-06-17,491,1,2025-05-31,4.96,4.99,4.97,4.93,t,100%,t,2015-02-27,1,0,IT027042C2TXKJMY8R
28542421,Isole,45.43534,Entire rental unit,4,2.0,2,2,365,$193.00,9,35,2025-06-17,469,6,2025-06-14,4.91,4.88,4.96,4.83,t,100%,t,2015-03-01,2,0,IT027042C2WLJI4GOG
28607253,Terraferma,45.4884,Entire rental unit,6,3.0,2,2,1125,$110.00,1,12,2025-06-17,485,3,2025-06-14,4.86,4.78,4.91,4.83,t,80%,t,2015-03-02,1,0,IT027042C2YNDYAXF2
25980105,Isole,45.43935,Entire rental unit,4,2.0,2,2,30,$153.00,8,36,2025-06-17,399,6,2025-06-08,4.84,4.93,4.96,4.8,t,100%,t,2015-01-12,1,0,IT027042B4008TYYVG
28702177,Isole,45.4344,Entire rental unit,2,1.0,4,4,1125,$142.00,24,72,2025-06-17,214,3,2025-06-01,4.7,4.82,4.89,4.61,f,100%,t,2015-03-03,1,0,IT027042B4YOEDTGJY
28743242,Isole,45.433456,Entire rental unit,5,1.0,2,1,29,$203.00,5,40,2025-06-17,452,5,2025-05-28,4.9,4.83,4.98,4.9,t,100%,t,2015-03-04,1,0,IT027042C2Y98OYB7U
28833404,Isole,45.43717,Entire condo,4,1.0,3,3,1125,$137.00,28,81,2025-06-17,177,2,2025-05-23,4.77,4.8,4.77,4.6,t,100%,t,2015-03-05,2,0,IT027042B4Z9TYCNJR
87801932,Isole,45.43473,Entire rental unit,5,3.0,3,2,1125,$260.00,9,33,2025-06-17,72,2,2025-05-28,4.97,4.96,4.99,4.94,,,t,2016-08-03,1,0,IT027042C2YSWI4RL6
28871404,Isole,45.43683,Entire condo,2,0.0,3,1,1125,$158.00,6,22,2025-06-17,526,0,2023-03-01,4.51,4.75,4.58,4.57,f,100%,t,2015-03-06,2,0,IT027042B425YKWAB2
28933566,Isole,45.45537,Entire loft,2,1.0,2,2,1125,$105.00,30,66,2025-06-17,292,5,2025-06-13,4.92,4.94,4.91,4.84,t,100%,t,2015-03-07,1,0,IT027042C28FTTQ4PS
3172703,Isole,45.44553,Entire rental unit,2,1.0,4,1,7,$98.00,3,10,2025-06-17,731,7,2025-06-16,4.96,4.99,4.97,4.93,t,100%,t,2012-08-06,1,0,IT027042C2QXW3893A
4905300,Isole,45.44783,Entire rental unit,4,2.0,2,2,1125,$248.00,12,48,2025-06-17,180,0,2025-04-20,4.87,4.96,4.95,4.8,f,100%,t,2013-01-30,1,0,IT027042B4S29YYBQJ
15178567,Isole,45.44022,Entire condo,2,1.0,1,1,365,$162.00,15,66,2025-06-17,4,0,2018-10-27,4.25,4.5,5.0,4.25,t,100%,t,2014-05-06,20,0,IT027042B4M78GBO4A
15178567,Isole,45.43815,Entire condo,4,3.0,1,1,365,$220.00,2,41,2025-06-17,80,1,2025-05-31,4.89,4.9,4.96,4.76,t,100%,t,2014-05-06,20,0,IT027042B4DPMEAJS3
29075283,Isole,45.44308,Entire rental unit,3,1.0,3,3,60,$79.00,2,8,2025-06-17,362,1,2025-05-25,4.76,4.83,4.91,4.76,f,80%,t,2015-03-10,1,0,IT027042C29E4GRVAN
26717354,Isole,45.43395,Entire rental unit,3,2.0,3,3,28,$180.00,29,89,2025-06-17,121,0,2025-05-10,4.85,4.98,4.96,4.71,f,100%,t,2015-01-26,1,0,IT027042C2GL2UAZG6
29231597,Isole,45.44102,Entire rental unit,2,1.0,2,1,1125,$140.00,17,49,2025-06-17,203,2,2025-06-08,4.71,4.78,4.85,4.71,,100%,t,2015-03-12,1,0,IT027042B4MKRFXXPC
20690148,Terraferma,45.49150380435794,Entire rental unit,6,3.0,31,1,365,$150.00,12,24,2025-06-17,34,1,2025-05-18,4.09,3.91,4.41,4.09,f,100%,t,2014-08-29,1,0,IT027042B4MKZCPWSZ
19371948,Isole,45.4366821,Entire rental unit,4,2.0,2,1,1125,$193.00,13,69,2025-06-17,480,1,2025-05-18,4.93,4.96,4.94,4.84,,100%,t,2014-08-03,2,0,IT027042C2678W9J4I
9852012,Isole,45.43841,Entire rental unit,3,1.0,2,1,1125,$159.00,8,46,2025-06-17,515,7,2025-06-08,4.89,4.91,4.94,4.85,t,100%,t,2013-11-06,10,0,IT027042B4XDD4YYQ7
28552652,Isole,45.43485,Entire rental unit,4,1.0,3,3,31,$180.00,2,28,2025-06-17,260,3,2025-06-09,4.89,4.96,4.92,4.81,t,100%,t,2015-03-01,1,0,it027042c26j3lnu7p
29176851,Isole,45.43236,Entire rental unit,4,1.0,3,2,30,$164.00,14,46,2025-06-17,151,1,2025-06-02,4.77,4.89,4.84,4.54,f,100%,t,2015-03-11,3,0,IT027042B4CL4AO322
22884126,Isole,45.44138,Entire rental unit,5,3.0,2,2,1125,$231.00,20,32,2025-06-17,11,0,2025-05-11,4.91,4.82,5.0,5.0,f,70%,t,2014-10-23,4,2,IT027042C2BT9AS2DM
29271096,Isole,45.43491,Entire loft,5,2.0,2,2,30,$175.00,5,7,2025-06-17,67,0,2025-04-22,4.66,4.7,4.8,4.67,,100%,t,2015-03-13,3,0,IT027042B45TDQELI3
25128793,Isole,45.44204,Entire rental unit,5,3.0,2,1,28,$162.00,0,17,2025-06-17,169,4,2025-06-14,4.78,4.8,4.92,4.7,f,100%,t,2014-12-23,12,0,IT027042C2MM6H672O
22328563,Isole,45.442901,Entire rental unit,3,1.0,2,2,730,$97.00,16,76,2025-06-17,311,3,2025-06-10,4.65,4.7,4.89,4.51,f,100%,t,2014-10-09,2,0,IT027042C2Y2M86Y3A
21861574,Isole,45.43206,Entire rental unit,2,1.0,7,7,1125,$120.00,7,30,2025-06-17,60,0,2025-05-05,4.87,4.8,4.9,4.73,f,100%,t,2014-09-28,1,0,IT027042C2GLQ2IS85
29735190,Isole,45.43526,Entire rental unit,4,1.0,31,31,31,,0,0,2025-06-17,128,0,2017-11-23,4.16,4.38,4.25,4.25,f,,t,2015-03-21,2,0,
29735978,Terraferma,45.48594,Entire condo,3,2.0,3,3,28,,29,89,2025-06-17,110,0,2025-05-11,4.81,4.94,4.94,4.71,f,100%,t,2015-03-21,1,0,IT027042C26Y99GQNP
29706566,Isole,45.4374751846037,Entire rental unit,6,2.0,3,2,1125,$331.00,6,36,2025-06-17,312,3,2025-06-07,4.87,4.92,4.93,4.7,t,100%,t,2015-03-20,2,0,IT027042C2I8R3JHKM
29755603,Isole,45.44057,Entire vacation home,3,1.0,1,1,1125,$661.00,12,34,2025-06-17,408,4,2025-06-01,4.88,4.87,4.95,4.79,t,100%,t,2015-03-21,2,0,IT027042C24IC8PK7G
29791635,Isole,45.4444,Entire condo,5,2.0,4,3,20,$164.00,0,0,2025-06-17,17,0,2024-08-23,4.65,4.59,4.94,4.47,f,100%,t,2015-03-22,1,0,IT027042C2UV6QRA6L
12113015,Isole,45.43535,Entire rental unit,2,2.0,3,3,365,$211.00,17,73,2025-06-17,174,0,2024-10-24,4.78,4.9,4.8,4.76,t,100%,t,2014-02-10,18,0,IT027042C2R6Q9B5C5
352670768,Isole,45.41197,Entire condo,5,2.0,31,31,1125,$180.00,0,1,2025-06-17,116,0,2024-12-30,4.74,4.83,4.91,4.74,f,,t,2020-06-30,1,0,IT027042C25G8TFBF
29999533,Terraferma,45.48225,Entire rental unit,2,1.0,31,31,1125,$58.00,0,0,2025-06-17,109,0,2019-10-27,4.91,4.93,4.96,4.86,f,,t,2015-03-25,1,0,
10098958,Isole,45.41422,Entire home,4,2.0,2,2,90,$170.00,3,27,2025-06-17,100,0,2024-11-17,4.54,4.47,4.78,4.43,f,90%,t,2013-11-18,1,0,IT027042C2GHK4S59G
30141587,Isole,45.435340881347656,Entire condo,6,2.0,2,2,4,$295.00,0,28,2025-06-17,115,0,2024-11-03,4.82,4.92,4.92,4.67,t,100%,t,2015-03-28,1,0,IT027042C2AE4EV7AY
30283716,Isole,45.435722,Entire rental unit,3,1.0,1,1,999,$182.00,18,26,2025-06-17,878,5,2025-05-28,4.58,4.65,4.76,4.55,f,100%,t,2015-03-30,11,7,it027042b4n53wg8s7
30462302,Isole,45.43218,Entire rental unit,4,2.0,2,1,29,$266.00,8,22,2025-06-17,226,6,2025-06-16,4.91,4.97,4.82,4.77,t,100%,t,2015-04-02,2,0,IT027042C21KM72WMZ
30572756,Isole,45.4541,Entire home,6,3.0,3,2,1125,$246.00,9,27,2025-06-17,274,3,2025-06-11,4.99,4.99,4.99,4.9,t,100%,t,2015-04-04,3,0,IT027042B4D68NIS62
294951,Isole,45.42741,Entire rental unit,5,2.0,2,1,1125,$160.00,11,37,2025-06-17,132,1,2025-06-15,4.63,4.74,4.75,4.63,f,100%,t,2010-11-22,21,0,IT027042C2TWOXDRO5
369617,Isole,45.43438,Entire home,4,2.0,3,2,1125,$151.00,22,55,2025-06-17,204,4,2025-06-13,4.81,4.91,4.88,4.72,,100%,t,2011-01-31,4,0,IT027042C2USH8FS3G
30950744,Terraferma,45.494606018066406,Entire rental unit,4,2.0,2,1,1125,$108.00,11,45,2025-06-17,496,3,2025-06-09,4.9,4.95,4.98,4.86,f,100%,t,2015-04-10,1,0,IT027042C2K2IMUFRQ
30953959,Isole,45.43338,Entire rental unit,3,2.0,4,4,1125,$110.00,0,38,2025-06-17,51,0,2024-09-14,4.47,4.61,4.71,4.39,f,100%,t,2015-04-10,1,0,IT027042C2U2U595Y8
22947724,Isole,45.43279,Entire loft,3,1.0,3,2,30,$120.00,21,74,2025-06-17,496,3,2025-06-09,4.83,4.74,4.95,4.75,t,100%,t,2014-10-25,5,0,IT027042C2QFWKZXXT
120215,Isole,45.43155,Entire rental unit,4,2.0,3,3,1125,$209.00,9,46,2025-06-17,21,0,2025-05-10,4.76,4.76,4.9,4.48,t,100%,t,2010-05-07,2,0,IT027042B44QVNEAP4
669047,Isole,45.4424,Entire rental unit,4,2.0,1,2,1125,$298.00,13,60,2025-06-17,45,0,2024-09-21,4.89,4.89,4.89,4.73,t,100%,t,2011-06-06,80,0,IT027042B4WDOIDDLO
669047,Isole,45.44183,Entire rental unit,8,4.0,1,2,1125,$677.00,4,30,2025-06-17,203,2,2025-06-07,4.91,4.95,4.94,4.82,t,100%,t,2011-06-06,80,0,IT027042B49AK37MIE
19860943,Isole,45.43506,Entire rental unit,4,2.0,3,2,1125,$179.00,6,34,2025-06-17,339,3,2025-06-03,4.76,4.83,4.85,4.7,f,100%,t,2014-08-11,3,0,IT027042C2EMGVXBVP
31233013,Isole,45.43481,Entire rental unit,3,2.0,2,2,28,$284.00,12,61,2025-06-17,339,1,2025-06-04,4.78,4.85,4.92,4.7,t,100%,t,2015-04-14,1,0,IT027042B4D8K9V6Y
193059,Isole,45.43602,Entire condo,2,1.0,3,3,3,$245.00,20,68,2025-06-17,6,0,2024-04-20,5.0,5.0,5.0,4.83,f,,t,2010-08-06,3,0,IT027042B4VSN88PNF
21365583,Isole,45.40058,Entire rental unit,6,3.0,3,3,1125,$230.00,3,11,2025-06-17,47,1,2025-06-01,4.83,4.83,4.94,4.74,t,100%,t,2014-09-15,3,0,IT027042C29CHKB4RB
31298858,Terraferma,45.50312,Private room in home,3,1.0,3,3,1125,$40.00,2,15,2025-06-17,588,4,2025-05-31,4.63,4.63,4.86,4.7,f,100%,t,2015-04-15,1,1,IT027042C2Q2U3HQDD
15178567,Isole,45.4362,Entire condo,3,1.0,1,1,365,$203.00,12,68,2025-06-17,28,2,2025-06-06,4.96,4.96,4.96,4.86,t,100%,t,2014-05-06,20,0,IT027042B4YBR5AXHA
290452,Isole,45.44531,Private room in bed and breakfast,2,1.0,1,1,1125,$147.00,1,4,2025-06-17,147,0,2025-05-17,4.96,4.95,4.95,4.87,f,100%,t,2010-11-18,2,2,IT027042B4JG3TJH56
31397318,Isole,45.4396,Entire rental unit,2,1.0,3,3,1125,$141.00,4,43,2025-06-17,263,1,2025-05-24,4.98,5.0,4.97,4.92,t,100%,t,2015-04-17,1,0,IT027042C2UFUX28IM
23110024,Isole,45.41288,Private room in bed and breakfast,2,1.0,5,3,90,$91.00,12,45,2025-06-17,139,0,2024-07-21,4.88,4.83,4.91,4.8,f,100%,t,2014-10-29,1,1,IT027042B4KELN2UTV
31464403,Isole,45.41747,Entire rental unit,5,3.0,3,3,1125,$126.00,0,0,2025-06-17,125,2,2025-06-02,4.91,4.9,4.92,4.84,t,100%,t,2015-04-18,1,0,IT027042C2WJ8H2GAH
8019503,Isole,45.444,Private room in loft,2,1.0,3,3,120,$140.00,4,4,2025-06-17,190,0,2025-04-21,4.64,4.84,4.67,4.66,t,100%,t,2013-08-08,4,2,IT027042B4A8XBMJXU
24222520,Isole,45.43242,Private room in rental unit,2,1.0,3,1,40,$96.00,1,41,2025-06-17,198,1,2025-05-26,4.62,4.78,4.64,4.58,f,100%,t,2014-11-27,3,1,IT027042C2WA97EKQJ
5862083,Isole,45.43612,Entire rental unit,6,2.0,2,2,2,$200.00,17,67,2025-06-17,56,1,2025-05-19,4.57,4.63,4.79,4.45,f,100%,t,2013-04-10,32,0,IT027042C2V6QUXOAQ
31638063,Terraferma,45.48622,Entire condo,4,2.0,1,1,1125,$137.00,10,29,2025-06-17,286,2,2025-06-01,4.82,4.86,4.94,4.8,f,100%,t,2015-04-21,1,0,IT027042B49MSUPIGF
11607112,Isole,45.43584,Entire rental unit,4,1.0,2,1,1125,$182.00,7,27,2025-06-17,180,0,2025-03-28,4.82,4.92,4.87,4.8,f,100%,t,2014-01-24,2,0,IT027042C2EFJU5UUK
11864228,Isole,45.4384,Entire rental unit,6,2.0,3,3,29,$284.00,12,49,2025-06-17,11,0,2025-05-10,4.73,4.91,4.64,4.73,t,100%,t,2014-02-02,6,0,IT027042C2Y95WLV8X
31705236,Terraferma,45.49047,Entire condo,2,0.0,2,2,30,$67.00,10,25,2025-06-17,202,0,2025-05-15,4.5,4.71,4.81,4.49,f,100%,t,2015-04-22,1,0,IT027042C27K9QPNU2
31703273,Isole,45.43684387207031,Entire condo,5,2.0,3,3,1125,$175.00,24,75,2025-06-17,183,0,2025-05-13,4.94,4.96,4.98,4.88,t,100%,t,2015-04-22,2,0,IT027042C2HNMPYANZ
31767434,Isole,45.43274,Entire condo,4,2.0,3,3,1125,$191.00,10,57,2025-06-17,194,0,2025-01-01,4.74,4.8,4.85,4.63,f,100%,t,2015-04-23,2,0,IT027042C2I4Q9WQM5
23370300,Isole,45.42968,Entire rental unit,4,2.0,1,1,1125,$185.00,11,53,2025-06-17,514,0,2025-05-04,4.84,4.84,4.95,4.79,t,100%,t,2014-11-05,2,0,IT027042C2LN3WZQP6
31915994,Isole,45.43291,Entire rental unit,8,4.0,4,4,730,,14,39,2025-06-17,33,1,2025-06-05,4.79,4.79,4.82,4.78,t,100%,t,2015-04-25,3,0,IT027042B4B64Y62PK
31991252,Isole,45.42455,Entire condo,2,1.0,3,3,1125,$141.00,22,70,2025-06-17,197,4,2025-06-10,4.76,4.67,4.95,4.69,f,100%,t,2015-04-26,1,0,IT027042C2LYWU2VAE
10988715,Isole,45.43815,Entire condo,6,3.0,2,2,999,$270.00,7,34,2025-06-17,219,1,2025-06-03,4.76,4.86,4.86,4.69,f,100%,t,2014-01-03,14,0,IT027042B4TX6PPJFR
31767434,Isole,45.43278,Entire rental unit,2,1.0,3,3,1125,$132.00,6,6,2025-06-17,228,3,2025-06-09,4.67,4.84,4.85,4.55,f,100%,t,2015-04-23,2,0,IT027042C2I4Q9WQM5
32114188,Isole,45.43513,Entire vacation home,2,1.0,3,3,15,$138.00,0,5,2025-06-17,250,2,2025-06-02,4.75,4.9,4.94,4.75,f,100%,t,2015-04-28,1,0,IT027042C2CVYKA943
669047,Isole,45.4415,Entire rental unit,4,2.0,1,2,1125,$289.00,6,61,2025-06-17,42,0,2025-04-29,4.88,4.9,4.88,4.76,t,100%,t,2011-06-06,80,0,IT027042B48YMQEUWH
669047,Isole,45.44039,Entire rental unit,4,2.0,1,2,1125,$207.00,18,76,2025-06-17,28,0,2024-06-22,4.82,4.96,4.93,4.82,t,100%,t,2011-06-06,80,0,IT027042B44HQ9DAFR
669047,Isole,45.44257,Entire rental unit,4,2.0,1,2,1125,$296.00,13,67,2025-06-17,76,3,2025-06-14,4.79,4.84,4.83,4.61,t,100%,t,2011-06-06,80,0,IT027042B4RVA482MK
32250682,Isole,45.438622,Entire condo,4,2.0,3,2,1125,$193.00,9,29,2025-06-17,92,6,2025-06-14,4.78,4.77,4.91,4.78,t,100%,t,2015-04-30,1,0,IT027042B43WHF83J2
10988715,Isole,45.43794,Entire condo,4,1.0,2,2,999,$170.00,20,75,2025-06-17,265,0,2025-04-12,4.71,4.73,4.87,4.65,f,100%,t,2014-01-03,14,0,IT027042B493UVW2MA
28307832,Isole,45.43815,Entire rental unit,4,1.0,3,2,30,$86.00,5,12,2025-06-17,229,2,2025-06-02,4.62,4.78,4.87,4.6,f,100%,t,2015-02-24,1,0,IT027042C2P3XOUU27
32491484,Isole,45.43361,Entire rental unit,2,1.0,3,2,1125,$122.00,21,71,2025-06-17,411,3,2025-06-13,4.85,4.92,4.97,4.74,f,100%,t,2015-05-03,1,0,IT027042C2AK7686OA
25887822,Terraferma,45.49066,Private room in serviced apartment,1,1.0,1,1,1125,,18,78,2025-06-17,148,2,2025-06-03,4.66,4.82,4.61,4.59,t,100%,t,2015-01-10,2,2,IT027042B4OHUVOEA6
10598888,Isole,45.43668,Private room in rental unit,2,1.0,2,1,28,$117.00,13,43,2025-06-17,167,0,2024-05-16,4.9,4.99,4.86,4.83,t,,t,2013-12-13,3,2,IT027042B4IXGVK68G
10598888,Isole,45.43852,Private room in rental unit,2,1.0,3,1,28,$137.00,13,59,2025-06-17,171,0,2024-05-04,4.89,4.99,4.89,4.83,t,,t,2013-12-13,3,2,IT027042B4IXGVK68G
32850879,Isole,45.43728,Entire rental unit,5,4.0,31,31,45,$166.00,28,88,2025-06-17,1,0,2015-09-25,5.0,0.0,0.0,0.0,f,0%,t,2015-05-07,1,0,
3161400,Terraferma,45.47717,Private room in home,3,1.0,2,2,30,$44.00,4,24,2025-06-17,252,4,2025-06-02,4.63,4.65,4.79,4.7,f,100%,t,2012-08-05,7,7,IT027042C2Y4AIS5J7
33038023,Terraferma,45.4845,Entire rental unit,5,2.0,2,2,1125,$123.00,6,21,2025-06-17,520,5,2025-05-31,4.96,4.99,4.97,4.93,t,100%,t,2015-05-10,2,0,IT027042B4VS2CZHGN
14509750,Isole,45.43121,Entire rental unit,6,2.0,5,4,1125,$139.00,22,44,2025-06-17,88,0,2024-10-01,4.6,4.78,4.9,4.59,f,100%,t,2014-04-20,4,0,IT027042C2PNGA6YQA
33138225,Isole,45.43477,Entire rental unit,2,1.0,2,2,1125,$190.00,14,53,2025-06-17,293,0,2024-08-28,4.94,4.95,4.89,4.87,f,100%,t,2015-05-11,2,0,IT027042C29HWD7DVM
33287165,Terraferma,45.5024,Entire rental unit,5,2.0,2,2,28,$94.00,20,74,2025-06-17,346,4,2025-06-16,4.93,4.95,4.97,4.87,,100%,t,2015-05-13,1,0,IT027042C2LSYKVWBW
33138225,Isole,45.43348,Entire rental unit,4,2.0,2,2,1125,$225.00,9,42,2025-06-17,217,1,2025-05-30,4.9,4.97,4.88,4.86,f,100%,t,2015-05-11,2,0,IT027042C2Y68J9DIQ
5862083,Isole,45.43169,Entire rental unit,4,2.0,1,1,2,"$1,000.00",4,39,2025-06-17,128,0,2025-05-14,4.55,4.72,4.77,4.49,f,100%,t,2013-04-10,32,0,IT027042C2SIMDAXM8
33361636,Isole,45.43757,Entire rental unit,2,1.0,7,7,30,$200.00,27,87,2025-06-17,32,1,2025-05-31,4.94,4.94,4.97,4.84,f,100%,t,2015-05-14,1,0,IT027042C2CW3PI7AR
9420403,Isole,45.44207600691836,Entire condo,4,2.0,31,31,90,$490.00,0,7,2025-06-17,11,0,2024-12-02,4.82,4.91,4.73,4.9,f,100%,t,2013-10-14,1,0,
33642904,Isole,45.39732,Entire rental unit,3,1.0,31,31,90,,0,0,2025-06-17,8,0,2021-09-11,4.75,5.0,4.75,4.5,f,,t,2015-05-18,1,0,
33818877,Isole,45.43142,Entire rental unit,2,1.0,3,3,60,$125.00,6,7,2025-06-17,67,0,2024-11-24,4.75,4.84,4.79,4.63,f,,t,2015-05-20,1,0,IT027042C2DFMMYHLH
1646068,Terraferma,45.49611,Entire rental unit,2,2.0,2,2,29,$94.00,13,54,2025-06-17,123,0,2025-05-08,4.74,4.75,4.93,4.67,t,100%,t,2012-01-24,4,0,IT027042C2D27UKLET
33887875,Terraferma,45.49112,Entire rental unit,2,,1,1,1125,,0,0,2025-06-17,136,0,2019-09-22,4.25,4.48,4.72,4.19,f,,t,2015-05-21,5,0,IT04294670270
33821194,Isole,45.42908,Houseboat,4,2.0,2,2,1125,$355.00,19,47,2025-06-17,0,0,,,,,,f,67%,t,2015-05-20,1,0,Exempt
28917209,Isole,45.44656,Entire rental unit,6,2.0,2,1,30,$230.00,0,5,2025-06-17,610,5,2025-05-25,4.94,4.9,4.99,4.88,t,100%,t,2015-03-07,2,0,IT027042C2INU25CYO
33887875,Terraferma,45.49291,Entire rental unit,3,1.0,31,31,1125,,0,0,2025-06-17,56,0,2018-07-17,4.34,4.56,4.73,4.45,f,,t,2015-05-21,5,0,
34106604,Isole,45.44008368771826,Entire rental unit,5,2.0,2,2,1125,$185.00,14,61,2025-06-17,357,5,2025-06-02,4.77,4.92,4.8,4.71,t,100%,t,2015-05-24,2,0,IT027042C2DH7HKI8K
34158789,Isole,45.43567,Entire condo,2,1.0,4,3,10,$129.00,12,37,2025-06-17,78,0,2024-10-29,4.6,4.77,4.96,4.64,f,,t,2015-05-25,2,1,IT027042C2H554QC5Q
33488327,Isole,45.42181,Entire rental unit,4,2.0,31,31,60,,0,0,2025-06-17,2,0,2017-10-31,5.0,5.0,5.0,5.0,f,,t,2015-05-16,2,0,
33488327,Isole,45.41576,Entire rental unit,4,2.0,31,31,1125,"$1,000.00",29,89,2025-06-17,0,0,,,,,,f,,t,2015-05-16,2,0,
34364066,Isole,45.43432,Entire rental unit,2,1.0,5,1,30,$150.00,23,36,2025-06-17,92,2,2025-06-07,4.9,4.78,5.0,4.76,t,100%,t,2015-05-27,1,0,IT027042C2L8A9H5XE
1514413,Terraferma,45.48528,Private room in home,4,1.0,1,1,365,$64.00,9,56,2025-06-17,253,6,2025-06-03,4.24,4.41,4.4,4.28,f,100%,t,2011-12-18,11,10,IT027042B4A49HLBZY
12333256,Isole,45.43906,Entire rental unit,3,2.0,2,1,1125,$203.00,12,64,2025-06-17,541,6,2025-06-12,4.91,4.93,4.91,4.86,t,90%,t,2014-02-17,1,0,IT027042C2D3B488ZJ
34595742,Terraferma,45.49935,Entire rental unit,4,2.0,4,3,1125,$75.00,17,63,2025-06-17,148,0,2024-09-30,4.68,4.74,4.82,4.65,f,,t,2015-05-30,1,0,IT027042C2JAOPWXBT
1517430,Isole,45.433548,Entire rental unit,5,3.0,2,1,1125,$536.00,6,24,2025-06-17,656,4,2025-06-14,4.94,4.92,4.97,4.87,t,100%,t,2011-12-19,1,0,IT027042C2HTWZAXX6
34726009,Isole,45.43326,Entire rental unit,4,0.0,2,2,1125,$144.00,12,36,2025-06-17,395,1,2025-05-18,4.84,4.88,4.92,4.75,t,100%,t,2015-06-01,1,0,IT027042C2P97PGGBY
34728844,Isole,45.437382,Entire rental unit,4,2.0,2,1,1125,$166.00,8,48,2025-06-17,319,3,2025-06-01,4.84,4.9,4.86,4.76,t,100%,t,2015-06-01,1,0,IT027042B4GEZZOT4N
129772,Isole,45.39762311508786,Entire rental unit,5,3.0,6,6,365,$172.00,6,7,2025-06-17,3,0,2025-05-11,5.0,5.0,5.0,5.0,f,100%,t,2010-05-22,1,0,IT027042C2HQLHPJXP
29176851,Isole,45.43238,Entire rental unit,4,2.0,3,2,60,$145.00,13,56,2025-06-17,114,0,2025-04-21,4.74,4.95,4.82,4.73,f,100%,t,2015-03-11,3,0,IT027042B4P2T7VIBP
33629866,Terraferma,45.49962,Private room in rental unit,2,,31,31,1125,,0,0,2025-06-17,12,0,2017-08-05,4.58,5.0,5.0,4.64,f,,t,2015-05-18,1,1,
12854966,Isole,45.43998,Private room in rental unit,2,1.0,3,3,30,$118.00,21,32,2025-06-17,135,5,2025-06-08,4.92,4.97,4.98,4.77,f,100%,t,2014-03-06,2,1,IT027042C2B9BN3XCY
31634547,Terraferma,45.4893,Entire home,2,1.0,1,1,1125,$75.00,9,52,2025-06-17,824,4,2025-06-02,4.62,4.77,4.83,4.62,f,100%,t,2015-04-21,4,0,IT027042C2TKHFQS9M
31634547,Terraferma,45.48912,Entire home,2,1.0,1,1,1125,$80.00,10,51,2025-06-17,645,3,2025-05-27,4.69,4.82,4.86,4.66,f,100%,t,2015-04-21,4,0,IT027042C2TKHFQS9M
31634547,Terraferma,45.48926,Entire home,2,1.0,1,1,1125,$72.00,10,44,2025-06-17,783,4,2025-05-29,4.64,4.77,4.86,4.65,f,100%,t,2015-04-21,4,0,IT027042C2TKHFQS9M
33887875,Terraferma,45.4909,Entire condo,2,1.0,31,31,1125,,0,0,2025-06-17,66,0,2019-09-23,4.35,4.52,4.71,4.23,f,,t,2015-05-21,5,0,
35139744,Isole,45.41382,Entire condo,6,3.0,7,7,1125,$200.00,0,8,2025-06-17,4,0,2024-11-06,5.0,4.75,4.75,5.0,f,100%,t,2015-06-06,1,0,It027042c2ljvu85co
7619802,Isole,45.43697,Entire condo,6,2.0,1,1,15,$213.00,4,14,2025-06-17,17,0,2024-07-20,4.59,4.65,4.94,4.76,t,100%,t,2013-07-21,14,0,IT027042C2RP4KUUIF
11840488,Isole,45.43818,Entire rental unit,5,2.0,3,3,29,$135.00,5,25,2025-06-17,58,0,2024-08-24,4.91,4.88,4.98,4.79,t,100%,t,2014-02-01,1,0,IT027042C2BYKQT969
22947724,Isole,45.434,Entire rental unit,4,1.0,3,2,1125,$123.00,20,73,2025-06-17,394,3,2025-06-16,4.75,4.72,4.92,4.69,t,100%,t,2014-10-25,5,0,IT027042C2FB7ITICQ
35406981,Terraferma,45.48546,Private room in condo,1,1.0,2,2,1125,$67.00,7,14,2025-06-17,153,1,2025-05-24,4.9,4.94,4.97,4.9,f,100%,t,2015-06-09,1,1,IT027042C2FHVXYGP6
7619802,Isole,45.43761,Entire condo,4,1.0,1,1,14,$216.00,5,41,2025-06-17,67,0,2024-11-16,4.85,4.75,4.81,4.81,t,100%,t,2013-07-21,14,0,IT027042C2ZJEVRKIW
46904188,Isole,45.43689,Entire rental unit,4,1.0,3,2,7,$178.00,21,52,2025-06-17,0,0,,,,,,,100%,t,2015-10-19,14,0,IT027042B4ZAWLJPUE
