id,id_anfitrion,ultima_extraccion,zona_grupo,vecindario,latitud,longitud,tipo_propiedad,tipo_habitacion,capacidad,banos,recamaras,camas,noches_minimas,noches_maximas,min_noches_minimas,max_noches_minimas,min_noches_maximas,max_noches_maximas,precio,tiene_disponibilidad,disp_30d,disp_60d,disp_90d,disp_365d,calendario_ultima_extraccion,calendario_actualizado,num_resenas,num_resenas_12m,num_resenas_30d,primera_resena,ultima_resena,resenas_por_mes,calif_total,calif_exactitud,calif_limpieza,calif_checkin,calif_comunicacion,calif_ubicacion,calif_valor,reserva_inmediata,es_superhost,tiempo_respuesta_host,tasa_respuesta_host,tasa_aceptacion_host,host_tiene_foto,host_verificado,antiguedad_host,vecindario_host,total_listados_host,host_total_casas_completas,host_total_habitaciones_privadas,host_total_habitaciones_compartidas,licencia
2884914,435488189,2025-06-17,Isole,Cannaregio,45.4464,12.33121,Entire condo,Entire home/apt,6,1.0,3.0,4.0,3,28,1,3,28,28,$179.00,t,17,47,77,263,2025-06-17,,193,18,3,2014-06-10,2025-06-02,1.44,4.76,4.83,4.72,4.76,4.77,4.91,4.74,t,f,within an hour,100%,100%,t,t,2021-12-10,,1,1,0,0,IT027042C29TAZDHXL
8861830,581719407,2025-06-17,Terraferma,Carpenedo,45.50341,12.26383,Private room in home,Private room,2,1.0,1.0,1.0,1,1125,1,3,100,1125,$75.00,t,1,12,14,251,2025-06-17,,473,25,0,2016-03-16,2025-01-04,4.2,4.94,4.96,4.93,4.99,4.99,4.76,4.92,f,t,within a few hours,100%,92%,t,t,2024-06-05,,8,2,6,0,IT027042B42ENENIIC
11037556,571265717,2025-06-17,Terraferma,Zona Commerciale via Torino,45.48486,12.25056,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,2,2,28,28,$75.00,t,16,37,67,116,2025-06-17,,205,35,5,2016-03-24,2025-06-14,1.82,4.74,4.79,4.77,4.86,4.91,4.52,4.68,f,f,,,,t,t,2024-04-08,,5,5,0,0,IT027042C2D6BVJ3VC
11093328,571265717,2025-06-17,Terraferma,Zona Commerciale via Torino,45.48685073852539,12.25044059753418,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,30,2,2,30,30,$76.00,t,16,42,64,110,2025-06-17,,85,7,5,2016-03-30,2025-06-11,0.76,4.84,4.92,4.81,4.82,4.88,4.71,4.85,f,f,,,,t,t,2024-04-08,,5,5,0,0,IT027042C2W6A3D67E
11193552,578031800,2025-06-17,Isole,San Marco,45.43392,12.32929,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7,120,7,7,1125,1125,$154.00,t,0,0,0,76,2025-06-17,,60,1,0,2016-04-08,2025-05-16,0.54,4.87,4.82,4.92,4.93,4.97,4.95,4.78,f,f,,,,t,t,2024-05-17,,1,1,0,0,IT027042C26FT7YB9Q
11650027,581719407,2025-06-17,Terraferma,Carpenedo,45.50281,12.26581,Private room in home,Private room,3,1.0,1.0,1.0,1,1125,1,3,100,1125,$75.00,t,1,14,15,252,2025-06-17,,438,20,1,2016-04-06,2025-05-26,3.91,4.96,4.97,4.96,4.96,4.98,4.76,4.91,f,t,within a few hours,100%,92%,t,t,2024-06-05,,8,2,6,0,IT027042B42ENENIIC
11938882,581719407,2025-06-17,Terraferma,Carpenedo,45.50314,12.26387,Private room in home,Private room,2,1.0,1.0,1.0,1,1125,1,3,100,1125,$75.00,t,1,8,19,256,2025-06-17,,384,18,0,2016-04-24,2024-11-13,3.45,4.94,4.97,4.94,4.97,4.98,4.73,4.9,f,t,within a few hours,100%,92%,t,t,2024-06-05,,8,2,6,0,IT027042B42ENENIIC
14350809,571265717,2025-06-17,Terraferma,Altobello,45.488,12.2492,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,2,2,28,28,$79.00,t,25,55,84,129,2025-06-17,,174,35,5,2016-09-01,2025-06-15,1.63,4.75,4.84,4.83,4.81,4.81,4.63,4.66,f,f,,,,t,t,2024-04-08,,5,5,0,0,IT027042C2ASJI5QUV
15748398,502486069,2025-06-17,Terraferma,Marghera,45.46717,12.22063,Entire condo,Entire home/apt,4,2.0,2.0,3.0,1,15,1,2,1125,1125,$100.00,t,18,37,64,80,2025-06-17,,280,60,6,2016-11-01,2025-05-31,2.67,4.8,4.84,4.77,4.84,4.88,4.67,4.71,t,f,within an hour,100%,100%,t,t,2023-02-23,,1,1,0,0,IT027042C2HHJN76RC
17454741,571265717,2025-06-17,Terraferma,Zona Commerciale via Torino,45.48482,12.25177,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,2,2,28,28,$82.00,t,24,54,82,131,2025-06-17,,215,32,3,2017-04-10,2025-06-12,2.16,4.82,4.86,4.8,4.87,4.91,4.66,4.75,f,f,,,,t,t,2024-04-08,,5,5,0,0,IT027042C2O2R5Z2FI
18628831,571265717,2025-06-17,Terraferma,Zona Commerciale via Torino,45.48605,12.25109,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,2,2,28,28,$77.00,t,9,30,60,109,2025-06-17,,199,31,3,2017-05-24,2025-05-31,2.03,4.7,4.87,4.8,4.88,4.9,4.61,4.69,f,f,,,,t,t,2024-04-08,,5,5,0,0,IT027042C2DWVHIHC2
22607982,433131342,2025-06-17,Isole,Dorsoduro,45.43174,12.32432,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,3,1125,2,4,1125,1125,$184.00,t,1,6,18,173,2025-06-17,,229,43,4,2018-02-11,2025-06-04,2.56,4.98,5.0,4.96,4.91,4.94,4.94,4.88,f,f,,,,t,f,2021-11-23,,1,1,0,0,IT027042C2EKUIWXTN
28857743,452238766,2025-06-17,Isole,Murano,45.45901,12.35036,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,1,28,1,1,28,28,$214.00,t,19,43,69,339,2025-06-17,,69,12,3,2018-10-16,2025-06-08,0.85,4.84,4.83,4.9,4.91,4.97,4.8,4.74,t,f,within an hour,100%,100%,t,t,2022-04-01,,4,4,0,0,IT027042C2ZL3R6ZGE
44357496,683728903,2025-06-17,Isole,Dorsoduro,45.432606,12.318241,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,2,30,2,2,1125,1125,$170.00,t,14,37,45,138,2025-06-17,,61,23,1,2020-08-20,2025-05-23,1.04,4.93,4.98,4.93,4.92,5.0,4.92,4.87,f,f,within an hour,100%,97%,t,f,2025-03-11,,2,2,0,0,IT027042C24PFW5D73
46845130,452238766,2025-06-17,Isole,Murano,45.4564,12.35346,Entire condo,Entire home/apt,6,1.5,2.0,5.0,1,28,1,1,1125,1125,$221.00,t,21,44,74,151,2025-06-17,,31,10,1,2021-08-28,2025-05-27,0.67,4.94,4.97,5.0,4.9,4.9,5.0,4.84,f,f,within an hour,100%,100%,t,t,2022-04-01,,4,4,0,0,IT027042C2HW68MCCY
47557054,383897191,2025-06-17,Isole,Cannaregio,45.44453,12.324953,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2,28,1,3,28,99,$242.00,t,28,58,88,363,2025-06-17,,20,1,0,2022-01-03,2024-09-21,0.48,4.75,4.8,4.75,4.6,4.25,4.9,4.6,f,f,within a few hours,75%,21%,t,t,2021-01-10,,3,3,0,0,IT027042B4IN85HVYC
47557219,383897191,2025-06-17,Isole,Cannaregio,45.4448,12.32529,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,1,3,28,99,$216.00,t,28,58,88,363,2025-06-17,,38,3,0,2022-01-01,2025-05-06,0.9,4.82,4.87,4.97,4.74,4.37,4.87,4.74,f,f,within a few hours,75%,21%,t,t,2021-01-10,,3,3,0,0,IT027042B437LTKPFK
47557935,383897191,2025-06-17,Isole,Cannaregio,45.4448,12.32529,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,28,1,3,28,99,$216.00,t,28,58,88,363,2025-06-17,,32,0,0,2022-02-24,2023-10-22,0.79,4.88,4.84,4.94,4.72,4.5,4.66,4.84,f,f,within a few hours,75%,21%,t,t,2021-01-10,,3,3,0,0,IT027042B4NA79GT3X
47778111,385076148,2025-06-17,Isole,Giudecca,45.42667925273316,12.323096867445672,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,2,28,2,3,28,28,$132.00,t,12,31,44,306,2025-06-17,,17,5,1,2023-05-21,2025-06-01,0.67,5.0,5.0,5.0,4.94,5.0,4.94,4.88,f,f,within an hour,100%,100%,t,t,2021-01-18,,1,1,0,0,IT027042C27GFOE8EW
48164953,388506718,2025-06-17,Isole,Lido,45.40904,12.36836,Entire cottage,Entire home/apt,2,1.0,1.0,2.0,3,60,3,12,1125,1125,$176.00,t,0,0,9,133,2025-06-17,,12,1,0,2021-10-31,2024-08-22,0.27,5.0,5.0,5.0,5.0,4.92,4.92,4.67,t,f,within an hour,100%,100%,t,t,2021-02-14,,1,1,0,0,IT027042C2FL7PTQG8
48210114,388965901,2025-06-17,Terraferma,Favaro,45.50244522094727,12.27373218536377,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1125,1,1,1125,1125,$75.00,t,3,3,3,3,2025-06-17,,2,0,0,2022-08-06,2022-09-04,0.06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,f,within a few hours,100%,100%,t,t,2021-02-17,,5,0,5,0,IT027042B4S4WYBXGD
48253597,388965901,2025-06-17,Terraferma,Favaro,45.5013,12.27351,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,1,1125,1,1,1125,1125,$93.00,t,9,9,9,9,2025-06-17,,0,0,0,,,,,,,,,,,t,f,within a few hours,100%,100%,t,t,2021-02-17,,5,0,5,0,IT027042B4S4WYBXGD
48325884,388965901,2025-06-17,Terraferma,Favaro,45.50339,12.27483,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1125,1,1,1125,1125,$79.00,t,13,13,13,13,2025-06-17,,4,0,0,2021-09-05,2024-04-18,0.09,4.75,4.75,5.0,5.0,5.0,4.75,4.5,t,f,within a few hours,100%,100%,t,t,2021-02-17,,5,0,5,0,IT027042B4S4WYBXGD
48326905,388965901,2025-06-17,Terraferma,Favaro,45.50194,12.27472,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1125,1,1,1125,1125,$84.00,t,14,14,14,14,2025-06-17,,1,0,0,2022-08-15,2022-08-15,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,f,within a few hours,100%,100%,t,t,2021-02-17,,5,0,5,0,IT027042B4S4WYBXGD
48327554,388965901,2025-06-17,Terraferma,Favaro,45.50316,12.27286,Private room in bed and breakfast,Private room,2,,,,1,1125,1,1,1125,1125,,t,0,0,0,0,2025-06-17,,0,0,0,,,,,,,,,,,t,f,within a few hours,100%,100%,t,t,2021-02-17,,5,0,5,0,IT027042B4S4WYBXGD
48558818,391787934,2025-06-17,Isole,Murano,45.45985,12.35992,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2,30,2,2,1125,1125,$109.00,t,16,20,28,231,2025-06-17,,28,7,0,2021-08-03,2025-04-19,0.59,4.68,4.79,4.71,4.86,4.93,4.86,4.79,t,f,within a few hours,100%,100%,t,t,2021-03-09,,1,1,0,0,IT027042C2EYFJ9CJE
48590770,392012308,2025-06-17,Isole,Cannaregio,45.43949,12.33992,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31,365,31,31,365,365,$600.00,t,29,59,89,179,2025-06-17,,0,0,0,,,,,,,,,,,f,f,,,,t,t,2021-03-10,,1,1,0,0,
48622480,392096792,2025-06-17,Isole,Castello,45.4373,12.34382,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,1125,1,2,1125,1125,$396.00,t,15,40,56,306,2025-06-17,,297,52,7,2021-03-16,2025-06-11,5.73,4.97,4.98,4.97,4.96,4.97,4.96,4.9,t,t,within an hour,100%,100%,t,t,2021-03-11,,1,1,0,0,IT027042C2Z28ZC6PH
48843518,393992478,2025-06-17,Terraferma,Bissuola,45.49192,12.26434,Entire condo,Entire home/apt,9,2.0,5.0,6.0,2,90,2,2,1125,1125,$169.00,t,12,20,38,38,2025-06-17,,31,10,0,2021-07-18,2024-09-08,0.65,4.81,4.84,4.77,4.81,4.87,4.61,4.74,t,t,within an hour,100%,100%,t,t,2021-03-24,,1,1,0,0,IT027042C2T5Q4TE2O
48896515,394385966,2025-06-17,Isole,Cannaregio,45.44046,12.33582,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,3,30,3,3,1125,1125,$132.00,t,0,0,0,224,2025-06-17,,30,2,0,2021-10-29,2025-05-02,0.68,4.73,4.73,4.83,4.7,4.7,4.83,4.6,f,f,within an hour,100%,100%,t,t,2021-03-27,Cannaregio,1,1,0,0,IT027042C256E6II2C
49121074,394661668,2025-06-17,Isole,San Marco,45.43314,12.33424,Room in hotel,Private room,2,1.0,1.0,1.0,1,365,1,3,365,365,$153.00,t,12,30,49,126,2025-06-17,,75,38,3,2022-02-16,2025-05-26,1.85,4.87,4.91,4.88,4.96,4.95,4.92,4.83,t,t,within an hour,100%,89%,t,t,2021-03-29,,2,0,2,0,IT027042A1UHV3FY9R
49182687,396725339,2025-06-17,Isole,Lido,45.41083,12.36446,Entire home,Entire home/apt,5,2.0,3.0,4.0,2,15,2,10,15,30,$289.00,t,8,14,17,182,2025-06-17,,51,12,0,2021-05-15,2025-01-03,1.02,4.71,4.63,4.69,4.98,5.0,4.96,4.31,f,t,within an hour,100%,100%,t,t,2021-04-13,,1,1,0,0,IT027042C2CSEAB84W
49189358,396768433,2025-06-17,Isole,San Marco,45.43547,12.33327,Entire condo,Entire home/apt,4,1.0,2.0,2.0,3,28,2,3,28,1125,$295.00,t,11,29,56,66,2025-06-17,,157,45,2,2021-07-21,2025-05-31,3.3,4.92,4.92,4.87,4.95,4.97,4.97,4.76,f,t,within an hour,100%,100%,t,t,2021-04-13,,1,1,0,0,IT027042C826M66KX
49204129,394661668,2025-06-17,Isole,San Marco,45.43361,12.33377,Room in hotel,Private room,2,1.0,1.0,1.0,1,365,1,3,365,365,$151.00,t,5,5,8,52,2025-06-17,,61,22,2,2021-09-18,2025-05-28,1.34,4.72,4.8,4.84,4.87,4.87,4.82,4.79,t,t,within an hour,100%,89%,t,t,2021-03-29,,2,0,2,0,IT027042A1UHV3FY9R
49338041,397990020,2025-06-17,Isole,San Marco,45.43796,12.3372,Entire condo,Entire home/apt,8,2.0,3.0,4.0,1,365,1,3,1125,1125,$767.00,t,7,22,30,243,2025-06-17,,7,5,0,2024-03-03,2025-05-07,0.44,4.86,4.86,5.0,5.0,4.86,5.0,4.86,t,t,within an hour,100%,100%,t,t,2021-04-21,,4,4,0,0,IT027042B49TJZLDI4
49472103,399003259,2025-06-17,Isole,Santa Croce,45.44198,12.32577,Private room in condo,Private room,4,1.0,1.0,1.0,1,30,1,2,30,30,$223.00,t,5,15,39,127,2025-06-17,,78,29,6,2022-04-11,2025-06-01,2.01,4.91,4.88,4.91,4.88,4.78,4.94,4.79,t,t,within an hour,100%,100%,t,t,2021-04-28,,2,0,2,0,IT027042C1P7FCJ9VA
49473576,399003259,2025-06-17,Isole,Cannaregio,45.44311,12.32597,Private room in condo,Private room,2,1.0,1.0,1.0,1,30,1,2,30,30,$178.00,t,12,12,24,132,2025-06-17,,94,22,1,2022-03-30,2025-06-01,2.4,4.78,4.77,4.95,4.73,4.52,4.84,4.69,t,t,within an hour,100%,100%,t,t,2021-04-28,,2,0,2,0,IT027042C1P7FCJ9VA
49537754,399608157,2025-06-17,Isole,Dorsoduro,45.43598,12.32566,Entire home,Entire home/apt,10,3.0,3.0,9.0,1,31,1,1,1125,1125,$834.00,t,17,44,72,176,2025-06-17,,3,0,0,2022-04-22,2023-12-31,0.08,4.33,3.33,4.67,5.0,4.33,4.33,3.67,t,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4OANDV7J7
49544507,399608157,2025-06-17,Isole,Dorsoduro,45.43547,12.32616,Entire rental unit,Entire home/apt,7,2.5,3.0,3.0,1,31,1,1,1125,1125,$522.00,t,26,56,83,331,2025-06-17,,19,0,0,2021-05-16,2022-09-29,0.38,4.68,4.74,4.84,4.79,4.79,4.74,4.58,t,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4YKY4BQ6W
49546834,399608157,2025-06-17,Isole,Dorsoduro,45.43499,12.32609,Entire loft,Entire home/apt,3,1.0,1.0,2.0,1,31,1,1,31,31,$233.00,t,29,56,83,336,2025-06-17,,19,1,0,2021-05-16,2025-01-01,0.38,3.95,4.26,4.37,4.53,4.47,4.79,3.68,f,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4YKY4BQ6W
49555393,399608157,2025-06-17,Isole,San Polo,45.43638,12.32829,Entire rental unit,Entire home/apt,7,2.0,2.0,2.0,1,31,1,1,1125,1125,$522.00,t,29,59,89,364,2025-06-17,,0,0,0,,,,,,,,,,,t,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4B3TAFTDL
49566392,399608157,2025-06-17,Isole,San Polo,45.43536,12.3284,Entire rental unit,Entire home/apt,3,2.0,1.0,2.0,1,31,1,1,31,31,$248.00,t,29,59,89,364,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4B3TAFTDL
49568628,399608157,2025-06-17,Isole,San Polo,45.43608,12.32681,Entire rental unit,Entire home/apt,5,2.0,1.0,3.0,1,31,1,1,31,31,$320.00,t,29,59,89,364,2025-06-17,,1,0,0,2024-04-14,2024-04-14,0.07,4.0,5.0,4.0,5.0,5.0,5.0,5.0,f,f,within an hour,100%,65%,t,t,2021-05-02,,14,7,7,0,IT027042B4B3TAFTDL
49609376,400155997,2025-06-17,Isole,Cannaregio,45.44223,12.33705,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1125,1,5,1125,1125,$147.00,t,16,40,59,295,2025-06-17,,29,19,4,2021-06-13,2025-06-17,0.59,5.0,4.93,4.79,4.9,4.97,4.93,4.9,t,t,within an hour,100%,99%,t,t,2021-05-05,,2,2,0,0,IT027042C2R9MKVCFZ
49796015,401583268,2025-06-17,Isole,Cannaregio,45.44228,12.33116,Entire condo,Entire home/apt,2,1.0,1.0,1.0,2,5,1,2,5,5,$158.00,t,6,23,28,78,2025-06-17,,273,77,6,2021-06-26,2025-06-09,5.64,4.96,4.97,4.95,4.94,4.97,4.98,4.93,f,,within a few hours,100%,98%,t,f,2021-05-14,,1,1,0,0,IT027042C2MREIFDW7
49848230,402013155,2025-06-17,Isole,Castello,45.43055151536992,12.35624029523942,Entire condo,Entire home/apt,4,2.0,2.0,2.0,3,30,3,3,1125,1125,$195.00,t,23,30,34,121,2025-06-17,,36,6,0,2021-08-05,2025-04-29,0.76,4.89,4.78,4.78,4.81,4.92,5.0,4.78,t,t,within an hour,70%,85%,t,t,2021-05-17,,1,1,0,0,IT027042C2M5C8IH2I
49864876,402154510,2025-06-17,Isole,Castello,45.43221,12.35311,Entire condo,Entire home/apt,6,1.0,2.0,4.0,3,30,2,9,1125,1125,$189.00,t,10,31,53,186,2025-06-17,,71,12,1,2021-07-20,2025-05-25,1.49,4.94,4.94,4.93,4.94,4.94,4.96,4.83,t,t,within an hour,100%,100%,t,t,2021-05-18,,1,1,0,0,IT027042C2GFUMKSQN
49876274,401372236,2025-06-17,Terraferma,Piave 1860,45.48884,12.23337,Entire rental unit,Entire home/apt,5,,1.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,13,0,0,2021-07-26,2021-12-30,0.27,4.38,4.54,4.08,4.92,4.92,4.54,4.54,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49892807,402350603,2025-06-17,Isole,Murano,45.45812,12.35282,Entire condo,Entire home/apt,5,2.0,2.0,4.0,2,1125,1,2,999,999,$144.00,t,18,45,75,114,2025-06-17,,63,17,0,2022-04-22,2025-01-04,1.64,4.76,4.78,4.63,4.86,4.87,4.83,4.63,t,f,within a few hours,100%,100%,t,t,2021-05-19,,1,1,0,0,IT027042B4993BWCWO
49919782,401372236,2025-06-17,Terraferma,San Lorenzo XXV Aprile,45.49137,12.24054,Entire rental unit,Entire home/apt,2,,1.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,1,0,0,2021-09-17,2021-09-17,0.02,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49919813,401372236,2025-06-17,Terraferma,Piave 1860,45.49041,12.22852,Entire rental unit,Entire home/apt,2,,1.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49919972,401372236,2025-06-17,Terraferma,Carpenedo,45.50683,12.25054,Entire rental unit,Entire home/apt,4,,1.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,2,0,0,2021-10-27,2021-11-10,0.05,4.5,4.0,3.5,4.5,4.5,4.5,4.0,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49919994,401372236,2025-06-17,Terraferma,Piave 1860,45.48623,12.2395,Entire rental unit,Entire home/apt,4,,1.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49920012,401372236,2025-06-17,Terraferma,Piave 1860,45.48862,12.24539,Entire rental unit,Entire home/apt,4,,2.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,1,0,0,2022-01-04,2022-01-04,0.02,5.0,5.0,5.0,5.0,5.0,3.0,5.0,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49920208,401372236,2025-06-17,Terraferma,Marghera,45.47547,12.21567,Entire rental unit,Entire home/apt,4,,2.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49920262,401372236,2025-06-17,Terraferma,San Lorenzo XXV Aprile,45.49614,12.2359,Entire rental unit,Entire home/apt,6,,2.0,,31,180,31,31,180,180,,t,0,0,0,47,2025-06-17,,0,0,0,,,,,,,,,,,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49921572,401372236,2025-06-17,Terraferma,Tessera,45.5031,12.32686,Entire rental unit,Entire home/apt,6,,2.0,,31,180,31,31,180,180,,t,0,0,0,0,2025-06-17,,1,0,0,2021-08-08,2021-08-08,0.02,4.0,4.0,4.0,4.0,4.0,5.0,4.0,f,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,
49921654,401372236,2025-06-17,Isole,Dorsoduro,45.43542,12.32244,Entire rental unit,Entire home/apt,6,,2.0,,2,180,2,2,25,180,,t,23,53,83,190,2025-06-17,,66,24,2,2021-06-27,2025-06-02,1.36,4.53,4.55,4.42,4.67,4.48,4.8,4.38,t,f,within an hour,100%,100%,t,t,2021-05-13,,10,10,0,0,IT027042C2MKLQEHFX
49927601,402591285,2025-06-17,Isole,San Polo,45.438465,12.324704,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,365,1,2,1125,1125,$213.00,t,6,18,40,128,2025-06-17,,60,10,3,2021-06-27,2025-06-02,1.24,4.8,4.78,4.82,4.73,4.67,4.73,4.65,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4KXAWWNIU
49928639,402591285,2025-06-17,Isole,San Polo,45.4384651184082,12.32470417022705,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1,365,1,2,1125,1125,$238.00,t,6,25,45,137,2025-06-17,,111,13,2,2021-07-16,2025-06-13,2.32,4.79,4.86,4.88,4.73,4.74,4.82,4.73,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4CM4QMZOI
49928819,402591285,2025-06-17,Isole,San Polo,45.4384651184082,12.32470417022705,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,365,1,2,1125,1125,$209.00,t,11,30,58,150,2025-06-17,,63,5,0,2021-06-06,2025-05-08,1.28,4.86,4.89,4.97,4.73,4.7,4.87,4.67,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4BV53EHOV
49928949,402591285,2025-06-17,Isole,San Polo,45.438465,12.324704,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1,365,1,2,1125,1125,$349.00,t,9,20,41,129,2025-06-17,,160,25,5,2021-06-13,2025-06-11,3.27,4.89,4.93,4.91,4.78,4.72,4.87,4.76,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4ST8Y6AL4
49929086,402591285,2025-06-17,Isole,San Polo,45.438465,12.324704,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,365,1,2,1125,1125,$188.00,t,10,18,48,133,2025-06-17,,82,7,3,2021-06-13,2025-06-12,1.68,4.84,4.88,4.88,4.84,4.69,4.86,4.67,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4HMJJ4G9T
49929182,402591285,2025-06-17,Isole,San Polo,45.4384651184082,12.32470417022705,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,1,365,1,2,1125,1125,$258.00,t,6,27,51,141,2025-06-17,,41,8,0,2021-07-02,2025-04-25,0.85,4.95,4.95,5.0,4.95,4.88,4.95,4.66,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4HWKM59WG
49929309,402591285,2025-06-17,Isole,San Polo,45.438465,12.324704,Entire rental unit,Entire home/apt,8,2.0,2.0,5.0,1,365,1,2,1125,1125,$336.00,t,4,17,41,133,2025-06-17,,138,22,5,2021-06-09,2025-06-11,2.82,4.91,4.93,4.95,4.87,4.79,4.9,4.83,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4Y4U7MHP3
49929476,402591285,2025-06-17,Isole,San Polo,45.438465,12.324704,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,365,1,2,1125,1125,$199.00,t,10,35,49,137,2025-06-17,,90,18,1,2021-06-12,2025-06-12,1.84,4.91,4.94,4.97,4.88,4.81,4.9,4.77,t,t,within an hour,96%,98%,t,t,2021-05-20,,9,9,0,0,IT027042B4L98MGH7N
49947115,402761886,2025-06-17,Isole,Santa Croce,45.44053,12.32791,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,2,1125,1,2,365,365,$152.00,t,23,53,83,339,2025-06-17,,151,32,2,2021-06-15,2025-05-27,3.09,4.75,4.72,4.83,4.84,4.85,4.81,4.6,t,t,within an hour,100%,99%,t,t,2021-05-21,,6,3,3,0,IT027042B483LC5GJP
49963602,402908686,2025-06-17,Isole,Cannaregio,45.442257,12.341074,Entire condo,Entire home/apt,2,1.0,1.0,1.0,2,1125,2,2,1125,1125,$141.00,t,6,24,24,253,2025-06-17,,78,6,1,2021-07-05,2025-05-19,1.62,4.92,4.91,4.96,4.95,4.96,4.92,4.86,f,f,within a day,100%,91%,t,t,2021-05-22,,1,1,0,0,IT027042C2Z5HIHQ5T
49978181,402017212,2025-06-17,Isole,San Marco,45.4342,12.32799,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,30,2,4,365,365,$183.00,t,19,33,35,227,2025-06-17,,36,1,0,2022-04-11,2025-05-09,0.93,4.86,4.83,4.83,4.67,4.83,4.89,4.78,t,t,within an hour,100%,100%,t,t,2021-05-17,Castello,8,8,0,0,IT027042B48JRP6PAI
